"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Singapore","SGP","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","53050744.4744252","68012099.7510796","77616113.836967","90454132.6660612","92316135.3969986","101005481.474706","115313502.459804","125864851.268449","147294216.031517","183750269.500395","227295000.032667","282470926.434078","326121873.668338","399857777.777778","533165133.881338","590176043.333744","656728376.839708","700501861.745184","811593014.67574","904397537.379068","1147889266.99163","1330842518.21409","1724381123.6806","1905093457.94393","2095693327.02319","2565843139.09334","2355302031.72583","2408468816.01911","2500759734.09307","2965215662.89008","3439111931.49772","4204978292.32996","4601198182.65195","5461906892.66124","6020777193.79565","7245577211.3943","8621947872.43775","8770708092.50501","8138733103.80843","8099556507.92321","10092037938.1692","10424993149.0526","10956847694.7237","11145442241.1423","11869937073.5782","12649325851.9452","14724409399.2635","16531064254.4433","19580934098.8267","19279072405.5785","23241154434.0041","25803720217.2724","26138935212.007","29970910253.3365","30324612288.3864","31387849362.6462","32727321421.0747","34979090102.6486","37578826875.2011","38628589943.3937","42759081045.5868","46033928229.8325","47088020529.9757","51279633771.1606","",
"Solomon Islands","SLB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69891275.5011228","97398120.7640502","194146700.747808","206085637.111079","217681651.855724","236205421.405521","246392259.655505","283315731.500312","261278933.222915","302058284.455235","392967262.314378","407601271.533738","386686071.93536","401200127.878766","381850016.291828","433473477.853833","447304725.977528","385905347.752512","404739515.794505","457199036.383783","","",
"Sierra Leone","SLE","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","30215433.8350675","27719988.9120044","27719988.9120044","27202167.3361346","25560010.2240041","27000010.8000043","29640011.8560047","37910973.0001661","39711182.3192829","51081532.0049685","57629745.8329486","70241653.4110896","53017504.7625894","62102049.7165286","73349633.2518337","90352611.7108338","92684320.8230139","77732723.6649124","111088685.262181","88366492.8686225","75379987.6491564","67805261.0914802","30922197.3651504","61862938.0489381","70738758.6885649","67945095.5477906","50671583.3641639","75996075.0879821","57796520.220604","77655006.5857406","97567966.202826","76625776.9916219","102369580.741421","76580071.4735107","60050472.6857839","76746138.8597131","91139391.7667443","141986460.409546","174513620.734502","163891209.653293","150118276.51287","163170666.54485","190376544.31652","186633596.700507","241868311.915251","257981687.416006","268107409.415631","296410113.028671","389742447.004377","428354743.994171","358363368.388107","432240937.746257","457066696.979621","389245916.273587","416223306.880602","458562525.824838","518792560.717898","578494495.625956","475964157.706093","352895841.914116","",
"El Salvador","SLV","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","76040000","81000000","89320000","95080000","109640000","121480000","120600000","134840000","151080000","181120000","210880000","279880000","330320000","394040000","455920000","499960000","544080000","536332000","555035500","587194800","588696900","534863200","544061300","533441800","533153800","476010767","534498500","571447900","618925000","711544700","871680700","1047553800","1112449500","1293488500","1411813500","1542145200","1695807500","1774974200","1828674800","1889985700","2056960000","2293480000","2440200000","2646000000","2834160000","2898460000","3195890000","3369910000","3585820000","3604600000","3866710000","3947180000","4029920000","4191870000","4309590000","4908690000","5618910000","5742620000","6126780000","",
"San Marino","SMR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283745873.253626","289214113.220747","303692668.147301","321325253.639405","315493255.164137","333964327.360406","342735036.972468","313193852.587972","","",
"Somalia","SOM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","15161980.4952078","16575972.0896112","15875983.5696066","18101979.3192083","20019969.5920122","20215991.9136032","23967990.4128038","25283989.886404","28167988.7328045","30957142.8571429","33285714.2857143","32124309.0117244","85385290.3780376","99020954.867468","115011914.217633","144400297.378872","136775198.093725","70297117.6811594","106353591.160221","234908069.291339","94263574.4414718","154216867.46988","102865681.185642","145536803.885446","133825795.542513","","","","","","","","","","","","","","","","","","","","","","","","","","","","174172219.997817","271401160.703288","319089909.47644","327416699.999247","390717300.000846","485856919.998822","494791780.524993","528670840.001995","595036119.999224","676471051.014936","758733749.996226","802028890.000368","",
"Serbia","SRB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4070112994.35028","5361378026.07076","6960928910.91453","5251355824.06189","4876791150.36659","1719726941.27686","3602040300.88924","4975135989.61463","6570901652.15489","6629375109.19574","6005093398.96693","7050804369","10096584464.5744","11927705546.134","10056437794.2782","9266306354.52193","10731914789.1684","9690724344.77279","10143194663.1532","9750943913.91069","7539979372.57048","7384266500.47606","8051283026.86972","9499452832.95271","9892366483.85735","10830453142.1894","12414796571.8761","12261452921.8008","13931606052.7353","",
"Sub-Saharan Africa (excluding high income)","SSA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","2969146339.20232","3297924147.66906","3715017537.58723","4021581891.79245","4640499484.45841","5242771697.4993","5682966664.91501","6064346188.55913","6943029520.1015","7653333950.46234","8409664622.40357","9735361478.20574","10369441938.0421","12778711211.9245","15500144807.4631","18884980769.8261","19793685646.6143","22280474716.4772","26753967090.9103","32654090178.1646","42048073516.5211","42350161646.0928","41065926022.2985","41955182316.589","41404501324.2177","36415882217.545","44621227135.8303","55653708718.6489","57183601928.0109","57309487015.0572","68999797686.1633","74401912139.9838","74801302003.1461","73636236454.7856","70359645586.1766","73747078621.0715","75896522277.6168","78498151340.3834","75107442184.4492","73678984642.4816","73096817960.2148","69440550183.5911","70228939208.4203","96883614843.264","118760731953.517","131383241559.217","143970119703.473","167789914633.015","185735039642.662","193777275973.02","225549187175.501","264531941548.014","268401661783.349","281113268406.718","279075356346.312","246439288672.304","232214771145.531","258353073350.224","271100995318.026","269233026108.254","265628402266.663","298785443713.197","313554868095.022","319045002670.44","",
"South Sudan","SSD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","2968712533.9983","3297442306.59615","3714474757.35457","4020994321.17324","4639821487.28495","5242005705.73399","5682136358.74891","6063460161.18459","6942015113.26756","7652215765.05937","8408435933.79734","9733939099.51849","10367926917.4397","12776844186.5943","15497880168.8389","18882221591.9347","19790793702.985","22282292575.1575","26761467280.2379","32675617866.5316","42077835261.9929","42391364860.5371","41114092059.1231","41996892861.4322","41443212900.7394","36481833839.04","44717687806.5423","55747176592.4128","57284827888.9505","57428087463.3936","69106725879.9092","74511628788.2002","74953260687.6434","73803192404.9916","70535610758.2695","73916990681.2232","76078512639.4202","78709207928.9693","75361822081.6124","73897269657.458","73473272734.9806","69821542376.6072","70729141556.34","97345405463.3218","119235128737.344","131836631522.388","144550922798.897","168298902299.891","186075429246.583","194077711944.701","225867842379.872","264875693777.297","268741084108.976","281529038523.607","279418382919.201","246818440406.005","232644883685.11","258790073952.526","271601514400.486","269743147348.983","266067019905.004","299241126907.776","314032782074.882","319600331719.173","",
"Small states","SST","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7346746580.25903","8329678971.74323","8992736126.46772","10039844880.1806","9727729883.23854","10462907159.0879","11426327730.4333","11943300363.3866","12182209872.6333","12864024713.3736","13670499344.1687","14245550589.4763","14941194968.5098","16429229225.1921","19275694356.1489","21360491090.5464","23445069053.1031","25495601714.4655","30301095273.8309","32760390752.0913","31757646850.4431","32407446732.6967","36314333739.1593","36415260316.5335","37801125587.6567","39156735860.8219","36876483512.1398","38198273933.5038","41575641529.0467","44888505901.8444","46164127205.2138","47333903338.8628","51577955374.8055","52201099387.0187","56869447147.7","",
"Sao Tome and Principe","STP","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","332762328.242884","297267759.562842","385063752.276867","510746812.386157","582060940.104909","","","","","","","","","","","","","","",
"Slovak Republic","SVK","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3347324784.15439","3521782667.8205","4698840729.71924","4644561958.30405","4844475026.69356","6146454901.96078","7065190114.06844","6369728106.9446","6922391766.41683","6420466463.94403","6065691491.86668","6431184254.47639","7193336756.67217","9717688075.30116","10815851301.3819","11608607575.6078","13282446324.6176","14839236073.9369","17687453813.4898","17873907992.0109","17499442765.6834","18301953824.4553","16864048741.4016","17883425490.1326","18621833295.3658","16490554732.7867","16983295264.2386","18075025347.8212","19793575833.3357","20702417481.3647","22361027934.6351","25062219860.9298","23757395415.8153","26712938232.0671","",
"Slovenia","SVN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2975233050.84746","2369356521.73913","2503977004.71698","2627743915.34392","2857160930.23256","3805602507.07643","3811009206.79887","3664545318.12725","3906286785.92037","4042464073.82993","3745604821.3517","3930526159.92103","4382094763.09227","5563490686.10436","6478692077.72795","6845985573.93359","7364518880.94342","8389708861.31022","10129704747.5562","10193312631.2039","9843899645.10002","10607158372.4708","9481095434.52422","9509241489.34787","9443473791.69134","8114187308.85312","8521596556.19185","8965991428.94707","9885784373.02274","9956947729.92155","11074526734.8779","12829135651.0579","11698541620.3716","13295076845.9042","",
"Sweden","SWE","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","2385265175.10826","2589324157.94784","2968042003.43731","3314265325.15513","3675381913.88809","4175761548.18581","4833198788.37692","5421584899.76084","6057165498.35947","6644197711.52448","7708800742.28717","8816283579.46897","10492458214.3457","12710517253.2228","14452377123.0346","18609611531.2365","20966125714.5481","24493601615.4945","27509866769.9458","32922847379.3473","38663018961.6039","35686595765.691","31297259733.2315","28084868855.2386","28217855484.9005","29138755448.1107","37971661940.5918","44836964071.6674","49361910334.2473","52561907738.6031","65886216124.8902","71262865646.9615","76915324873.7937","58299200863.3759","60443364437.5324","68113916420.1702","75374291679.0933","67872401734.1419","68713946087.3722","69602052672.347","64478509528.2792","59961855340.7364","67917347054.051","85967129589.5527","96361632353.1413","97649168350.4837","104204819603.697","118620613126.591","127550029585.35","113495387911.887","124113631715.19","143162977788.706","142265497780.51","153732477088.351","151801433800.943","129903577512.676","135954348627.996","140786126182.699","144748271070.658","137491223582.974","144634017804.33","164091185504.619","146852590393.397","152373178391.278","",
"Eswatini","SWZ","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","10985481.2375394","15320441.223474","21503158.5191271","33382549.1697788","44151967.8658312","50980853.7710266","54180181.2182204","50967843.3049502","48865082.3142014","61534065.2027316","84610979.1296194","89592467.3679038","95136237.9255241","105529880.084319","105760717.4577","110664627.584554","136729865.870087","145242575.894045","148854622.413861","147066654.066654","155633735.085213","174681507.94355","198637198.076813","176083107.159569","270741660.084668","271236330.870526","343327841.273949","327080737.613172","342081418.181818","332579036.363636","418501883.800763","379650219.517509","275436720.828681","251851036.815739","272990026.232713","300474815.023497","298624083.672899","353034488.48735","303889736.537122","319286806.858233","350788772.258702","361810416.621177","408421264.805695","414552722.997167","364672419.108452","384361901.815919","403162295.822227","456952373.968219","",
"Syrian Arab Republic","SYR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","129691871.50838","130812318.435754","145120813.00813","150420183.246073","173783848.167539","207476093.88583","196276569.148936","238968452.722063","312959153.687922","365063788.027478","375196726.471514","462831286.360698","543103448.275862","698094612.352168","916639531.097362","1439509446.47","1531336832.35567","1507977207.97721","1852806414.66208","2146242038.21656","3024203821.65605","3221742515.39387","3578570751.58753","3876835941.24988","3967708212.33593","3917336802.27058","2851974034.26626","2040280988.79602","1394509207.40495","1577028227.49867","1766146870.00674","1982583333.33333","1911126893.32643","1861602180.12586","1360380000","1531117764.47106","1623073852.29541","1653579766.53697","1702326923.07692","1683275193.79845","2349675528.57442","2529046332.84854","2537311915.41277","2927697622.43446","3918990099.0099","3958448275.86207","3811085043.98827","4971966359.63156","5901434901.07299","6479034035.62815","8179713329.38878","8634661489.84538","6290166684.35539","4083074896.58112","4219550870.21557","2753840853.90068","2107481819.48632","2699584981.96592","3431747691.06025","3470999172.75238","1286852386.67788","981035655.436306","643326021.253803","","",
"Turks and Caicos Islands","TCA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","39590952.9203848","42309816.0499012","47134111.6139593","49866098.936393","53279432.8648857","57369813.1747103","63356801.6390466","70757819.6307528","74367227.8244975","83697691.7892172","87801463.7004644","96644909.9829898","114223985.452198","140420452.795145","126549269.912788","153849301.65193","144290097.178037","158051324.772324","198931239.80915","","","","45647335.8709945","50363974.1853037","92061760.6506545","121343187.597683","148495880.104891","184120726.049964","188391255.748956","215706018.356595","174660852.581495","167317419.368839","173095652.479239","147016954.524913","95280173.9270591","105098999.150205","126909181.137112","100826602.907648","98206332.2040179","106296289.859771","107168607.597884","128141310.24304","153876639.287433","208122236.431517","217099835.499822","276438589.177959","339732569.588255","518978324.464805","651357597.072508","705456172.41175","718527874.116697","789228996.07563","850397826.223832","1026458474.89044","867928380.93158","563407296.11206","425286798.5397","432539533.898469","404991420.433182","405925293.641818","507414381.452864","551670653.746973","502159595.911439","553471205.743445","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","9341225233.69034","9071430949.78658","7809670170.5203","8999219065.50451","9945758980.2388","10898830427.7814","12187576232.2492","10741781958.6588","10946916188.3584","12758396657.344","14125655050.2999","16155649193.3757","18731378865.4087","22598376741.4551","25200622844.4769","28777123087.884","30541814355.8572","35351399197.894","34744024041.4327","41659253260.8216","47340404601.6628","49821163948.5103","53310921796.7839","56533774998.2256","63649295182.7314","69741384823.7608","66523734708.0269","59487909965.9682","64708046797.853","74953613923.834","81699747758.7564","88530020148.7724","101771578729.263","110635549395.99","131057421008.705","157331269455.784","179747423571.608","193249371607.876","195752243171.237","229413946764.328","256078022850.13","272432795039.616","295964474241.717","322462809190.207","361622861640.88","421335781489.168","508618329350.487","640502172819.795","807584377295.533","909367713963.412","1089351082377.93","1385675838047.15","1603522263386.68","1793297991904.03","1930599101061.58","2066377371119.04","2119084550913.17","2304655085527.65","2614619285437.82","2730342184501.97","2867808617463.33","3194816962415.62","3236427962219.8","3307212257984.1","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206934488291.826","224596792539.183","191486343884.993","155565138137.204","184499138278.576","155830456803.185","163530110981.73","169035544461.394","183962775216.181","154478697974.505","129885741705.078","136777794670.718","149677976894.2","171769273655.948","210809445870.286","260373369262.502","324227170322.032","399962057851.716","515401544029.415","650938144760.72","570497462494.486","630188254014.66","721042508182.207","768244166692.837","824672625686.179","761932865896.392","582957477608.032","580075589618.452","646941009161.219","670063054091.606","702729286624.137","709730763805.709","759178119872.719","865831718748.405","958847437747.387","",
"Togo","TGO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","18107623.7397724","20769412.3440606","21282052.209921","22417845.9463254","22388452.457852","23387903.616014","23902355.7779958","36012572.3066595","49407615.1117822","62231793.393825","70483892.944235","76904505.8610995","130461483.933072","142464649.924515","186017555.826665","180029388.813568","191153724.070504","238302125.943989","203854006.418609","179837182.967422","175271828.4581","159655836.263178","146166745.10959","230401214.496765","280056187.330046","281142676.720185","270038855.650586","371853264.043825","360181534.228217","344998365.476383","317807576.191062","229946200.779253","252934772.752344","290185423.613372","242832525.226285","292663310.318882","257491670.041427","215538612.712597","230488443.250735","208846049.867808","265798241.877349","288542056.83386","343204365.826247","408057447.986017","419313037.824886","540924521.349988","581098969.14293","620857161.839924","654936501.395762","627729904.706422","746485308.925848","771297993.084984","748983393.423991","939866221.146082","892885512.82664","928046245.638315","926215735.76737","978741656.514043","1064323447.93189","1056063735.67247","1153849165.73898","",
"Thailand","THA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","252197950.936499","267161290.200034","300766283.524904","332405184.829573","359519230.769231","400673076.923077","446538461.538462","498076923.076923","612307692.307692","675865384.615385","797019230.769231","849807692.307692","892883370.499147","1055798473.52086","1280238926.89033","1535383825.59257","1863176867.29327","2104058004.02086","2684044234.04032","3271375158.82316","3976928899.39922","4445693426.11422","4789845407.73621","5155495737.49976","5503530995.26472","5262476330.49175","5496963502.21414","5723483559.09676","6195570327.33375","6878751987.29315","8026198627.9552","9057838180.69628","11031558581.1221","14179443752.1177","16211879847.723","19044898579.0829","21203279857.9377","18147555755.5279","14851138872.0534","17187811726.0071","17158964407.5585","16209345087.651","17690631556.7407","19683103257.2869","22673004592.0913","25848822467.7543","29942387123.7153","36617253962.4843","41790004539.0278","45017504927.8456","53897333198.0462","59856748712.8396","65012644173.2373","68781236405.0251","68906942963.6538","68706535971.4342","69714990343.3448","74378876181.7206","81962255541.0166","87957506288.8907","89056631351.6474","92297223515.596","87841098758.1785","85714464684.9657","",
"Tajikistan","TJK","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360735910.572892","265016576.250753","194667937.045663","175573604.060914","152104535.924443","125664767.423145","107858186.189602","71344732.089103","93584203.9767439","105000808.571802","128535683.568811","244671955.099936","337615074.535539","314272824.950704","331185368.23566","481734910.259493","620560271.204246","639077663.750378","890572022.845948","980220815.634902","1123412729.81401","1279395297.31951","956090887.127406","822086163.604284","858131157.64195","871315804.22582","925913975.820658","940937277.113163","972813327.615098","1085823457.82256","","",
"Turkmenistan","TKM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","466271763.951909","669107203.165389","644354617.832239","744225916.307324","706869253.3422","","342671060.326111","217342634.195278","296192289.278765","184990791.896869","437798919.066749","497119684.822396","378795747.223488","537777028.856993","518622874.896202","576493371.805677","837173733.674106","951829550.717925","1186932849.36479","1203233256.35104","1247185741.08818","1354888975.45773","1504210526.31579","1609824561.40351","1938596491.22807","2089122807.01754","2376491228.07018","2865614035.08772","3030285714.28571","3109428571.42857","3553714285.71429","4086285714.28571","4388571428.57143","4591142857.14286","5084285714.28571","5549142857.14286","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","7790585454.00126","8213823734.49157","9071602261.05715","8939477596.29222","8711998530.09643","9510921578.20857","11430787229.6382","11471095461.8102","12267602425.3852","13682684841.5547","15754433705.2583","18248442675.8206","20444098586.6131","27489798358.102","36658784989.4491","39729952953.5004","43154817100.6122","45523387585.3125","56009510936.5366","62875854349.0476","74160037540.2935","89954094547.3961","83718359115.9597","66472733209.0282","63671130259.9509","67285998699.6869","70209994236.5518","79054785494.8415","86627590576.2837","108701855384.081","141337002423.202","123499462918.415","130204854134.031","177256973591.355","217303305645.982","273847156263.284","287970604499.533","316844214591.393","324146957859.27","279100939715.231","297157929840.832","292759308682.607","258703744994.657","266074844275.893","299001357734.106","372030719604.566","442495569142.209","534904772839.011","635496796740.99","650982273022.345","791379624606.969","904013016060.16","910993497233.378","950225035288.349","984374789438.411","831636072654.459","818609023491.871","911918035249.748","864869111259.245","852153146771.431","747514082707.248","804779282737.852","897298107647.247","1005752310561.79","",
"Timor-Leste","TLS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","489187500","650995700","693550100","501539400","343200000","243339800","373997600","570977600","723735600","842692200","909808800","935217900","977112000","870052000","950541100","937368400","912230700","874578500","881929600","959807900","961899700","1022056000","1062362900","1100628900","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","4140006594.11675","4462111849.4072","4880281539.22761","5769079931.93723","6676862997.16115","7582613840.77063","9254459956.41418","11205204756.4924","14014260164.3389","22107312689.363","28437463844.67","33740588896.9281","36502911167.4852","42079161630.7777","45632300731.9502","54997640798.6736","61438748984.0185","69236917653.2872","75963567078.8218","74179731469.1536","79181866749.1756","89266016389.6853","76687881588.1459","75419020278.1106","67354485341.0538","67383259905.822","46387541924.4471","48650478419.5164","45591163363.123","47511375574.6769","49551478458.1427","52361444691.5276","56448108054.1083","61204535447.7846","61658341622.2587","64754378218.1631","68333238855.4541","66212106687.7168","68752103175.9047","84946210433.281","95997592712.9446","108181621883.014","127124427323.993","156365387672.486","171311091525.079","192392042627.019","262613719035.341","271872488334.915","256823146488.459","260675396730.414","246015508990.672","249204683093.322","244058242451.683","233208446878.6","237439900545.253","208807879838.16","217407759548.1","225337612279.493","232248965441.71","",
"Tonga","TON","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","4223589.47506218","5757301.72308444","5221335.10756265","6116287.05505322","6664542.81243014","7897973.12685038","8729027.80969892","10490922.0002029","8703603.6036036","10166739.7981571","9587960.05307633","10766042.7807487","13603136.815572","17375032.0430659","18516487.8823997","21725574.9344035","27013728.2122474","25964664.8355727","24477601.1560694","31042666.8414245","34197374.6829661","38693467.9786258","40539625.0072787","34909441.3520005","37047450.3402841","37139267.7799613","35723304.129747","31292224.6133677","34548301.0936189","37724659.3088791","41713992.2517712","62956108.8135282","55623315.4247758","65756376.5308767","64817251.5084878","68851099.7535466","76082163.7135242","91745749.3425258","90397718.8346064","88790769.6201142","93160360.8928076","86640782.8965834","92363862.8056085","93944717.3978318","104119262.02002","111760948.749424","148155452.297994","155236166.328557","","",
"South Asia (IDA & IBRD)","TSA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","2926960949.84929","3223922947.27265","3783834864.5359","4675645470.71873","5146208950.12097","5949982383.75927","5288442268.42541","5349873815.98798","5754566706.98416","6507643842.79378","7219561218.41672","8315887071.91542","8509504671.63257","8647422916.09213","10570052877.2921","11645039102.3497","12379958330.012","13828128423.4655","15926743145.2211","18647003696.2406","21961933078.2356","22867788465.5948","25024580885.7596","26738801375.3802","27282629147.2675","30951493276.1082","34670487443.802","39740204230.5112","42490579822.088","43274912050.4743","44669874274.9345","38949954865.4414","40348845207.8289","40380809952.1679","43551407111.5174","48766681785.84","52696807041.0855","57687781795.4363","61770546967.5364","66853322731.0908","70740219149.9083","70280204001.0961","73113692326.837","83034133668.1498","93288184175.7124","105976182992.638","120045898140.237","149442147863.496","160452953140.538","189534671828.491","222231923631.499","243716402952.481","238470267097.437","236430017826.544","261539941825.649","272275953919.533","298027867936.361","353432537674.381","365730875314.837","383591963247.514","384527418746.379","408919779673.026","436366194985.273","442529403620.501","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","2968712533.9983","3297442306.59615","3714474757.35457","4020994321.17324","4639821487.28495","5242005705.73399","5682136358.74891","6063460161.18458","6942015113.26756","7652215765.05937","8408435933.79734","9733939099.51848","10367926917.4397","12776844186.5943","15497880168.8389","18882221591.9347","19790793702.985","22282292575.1575","26761467280.2379","32675617866.5316","42077835261.9928","42391364860.5371","41114092059.1231","41996892861.4322","41443212900.7393","36481833839.04","44717687806.5422","55747176592.4127","57284827888.9504","57428087463.3935","69106725879.9092","74511628788.2001","74953260687.6433","73803192404.9915","70535610758.2694","73916990681.2231","76078512639.4201","78709207928.9692","75361822081.6123","73897269657.4579","73473272734.9806","69821542376.6071","70729141556.3399","97345405463.3217","119235128737.344","131836631522.388","144550922798.896","168298902299.891","186075429246.583","194077711944.7","225867842379.872","264875693777.297","268741084108.976","281529038523.607","279418382919.201","246818440406.005","232644883685.11","258790073952.526","271601514400.485","269743147348.983","266067019905.003","299241126907.775","314032782074.881","319600331719.173","",
"Trinidad and Tobago","TTO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","150476190.47619","150476190.47619","150476190.47619","208190476.190476","224952380.952381","242666666.666667","263904214.244326","326148699.492541","413666163.815596","468949022.698324","632664374.656633","683575301.731677","826806526.806527","975800812.646724","1093337138.52709","1265003704.61842","1246850977.31084","1343858930.36414","1412855957.93549","1392577297.82334","1433200398.80359","1602964123.4766","1643372086.56847","1674275242.36306","1743877992.79696","2010340909.09091","2166630434.78261","2479667764.54519","2375012602.84017","2552706034.47764","2937083641.74685","3045999211.01943","3389432032.32095","3581900810.11658","3733945920.88347","3579894111.18399","3656670927.41916","3986543183.56541","4722389088.35212","5277056718.48391","5460243419.12068","5743994290.11476","6475941930.35826","7236990541.67458","7227194460.3877","7001907014.11206","7907190028.57685","7880653143.7513","8423926758.73938","8711207975.61371","8197081501.30632","8303876150.8785","8063486158.90139","7849279922.26281","7885339348.35111","9193353051.0696","9794354343.78005","9185481013.88128","9582220219.51141","",
"Turkiye","TUR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","633333333.333333","744444444.444444","877777777.777778","977777777.777778","1100000000","1233333333.33333","1400000000","1588888888.88889","1744444444.44444","1911111111.11111","1890909090.90909","1853333333.33333","2221428571.42857","2921428571.42857","3728571428.57143","5071428571.42857","5875000000","7177777777.77778","7991666666.66667","10529032258.0645","7951315789.47368","7004504504.5045","6400613496.93251","5802222222.22222","4996185286.10354","5052873563.21839","5742074074.07407","6820770128.35473","6918002812.93952","10009283694.6277","16513376772.7098","18757382550.3356","20564318975.553","23262567137.005","15230402918.0317","18262475733.4497","20996834346.7846","23277936983.5051","29286339193.9369","32481678100.5915","32719665269.2896","25513540928.9255","30837568420.3961","39608900215.5395","50352597582.525","61699384035.0764","71904759344.5497","91226789676.5063","104752517975.109","101664809672.508","115570445933.025","114077778507.482","124388406520.932","134267965424.358","131638442122.655","119320012102.901","128132231141.985","123524739284.45","113020221316.925","116212822879.969","108004037137.205","106134945586.689","105708441777.863","146467153121.212","",
"Tuvalu","TUV","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
