"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"East Asia & Pacific (excluding high income)","EAP","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","9350829961.9385","9080758273.22808","7817700140.66009","9008472140.06458","9955985295.29245","10910036699.1069","12200107603.1118","10752826751.3956","10958171901.8771","12771514950.6846","14140179170.4973","16172260571.0368","18750638630.5053","22621612587.0772","25226534341.9572","28806711973.7216","30573217712.4571","35387747811.057","34779748146.228","41702087663.8663","47389080413.4521","49872390498.4286","53365736545.7817","56591903512.6459","63714739936.2966","69813093516.3707","66592134985.0717","59549075947.4085","64774580168.9488","75030681875.3013","81783752143.1422","88621047478.0638","101876221143.146","110749305820.865","131192175377.88","157493038822.249","179932241420.821","193448072276.362","195953517313.824","229649832160.503","256341324479.014","272712912786.141","296268787463.493","322794368228.226","361994685382.144","421769002568.971","509155540145.466","641203704333.242","808494096317.733","910403925228.356","1090616757126.38","1387312882828.03","1605432660347.3","1795444350380.62","1932916067782.28","2068863766054.43","2121633143250.37","2307435340256.75","2617781596548.02","2733648017019.1","2871275637275.4","3198697760306.72","3240366725596.79","3311237166517.13","",
"Early-demographic dividend","EAR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","16539949205.9414","17611886660.7628","19174151672.309","21912593667.8649","23135317171.8832","23394391178.4612","25867439308.2707","29224731209.6056","32616463330.3512","36684629994.8766","41088191312.9277","54113633624.2713","75534626494.6548","90200361720.1678","99667365883.8005","111519835459.973","134852531499.047","153411839937.44","179678351951.179","210214783303.34","212642905237.969","207477967269.708","204798016821.173","208692696976.702","212944814386.31","213872822072.555","216077584141.594","218521431422.031","242988511644.195","264049726545.473","280791821365.772","311350277069.636","316208044518.806","319712563182.966","341277730730.916","373522316949.506","375888969599.51","398487907540.374","429935434191.784","435327017353.994","413928653473.338","462038969737.252","522368775970.188","598364273872.749","683891700097.128","794496193989.459","903530778733.709","964815718225.536","1119315925627.31","1289750588739.49","1362083793988.06","1401169219843.86","1487134759048.35","1445291684797.56","1442105448234.74","1541053993434.99","1553395507623.03","1577350755911.1","1557823129067.02","1675294043218.88","1766552495370.33","1895045996211.08","",
"East Asia & Pacific","EAS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","25843834012.088","25208452623.0928","23329260660.8629","26219172037.0007","28356894541.2922","31246147314.4449","35220121017.8356","33720670286.1009","36045720634.5492","41248457260.597","46253718616.8092","54532466849.2324","69253351365.2046","91008324248.9576","110874988887.69","131994532708.692","145666933500.751","172871211328.439","218461459859.672","237083907890.294","258748095231.747","287075403260.45","283753050448.371","303362671882.909","322049567024.614","337147212141.317","434671739028.229","500976319130.67","587692642185.38","615118643549.769","644436667613.712","730719147868.134","817526361371.593","933957038566.048","1051154857976.75","1205332448982.55","1155731871785.99","1113339007838.93","1043901849249.89","1201969988340.02","1314948424456.22","1257524732827.77","1285676004138.75","1405528312831.77","1552169784078.4","1646171391638.41","1718058904065.36","1893739803013.62","2209443349140.83","2382104243254.1","2729073339018.18","3238234738555.55","3513833684080.76","3514626481114.04","3598277306579.58","3602225185611.07","3763806777023.7","3979875336009.05","4379243357946.25","4538074532848","4757464745559.04","5214657348634.02","5117643789787.41","5211211602260.43","",
"Europe & Central Asia (excluding high income)","ECA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47220116506.3265","57322408009.8116","59308724960.3386","55922926574.0354","54578430473.0279","42481215360.9073","47252715346.4261","50814632777.0086","57988960988.2649","58886945052.8554","56565414679.0821","52536738756.06","49772688295.6778","57276016637.5949","71982248545.953","88891256216.9582","108846652869.499","128349058991.89","165978565938.56","197585554152.558","183208173876.489","206014306681.263","215482514292.496","235453860627.309","251394898168.67","240127755462.1","210344294523.144","211618246781.979","212877793839.186","207544548155.644","219818485343.069","221685073835.078","233009724091.004","269358962326.689","335709974352.383","",
"Europe & Central Asia","ECS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","162030483353.907","191548473937.488","232738301241.738","297153559061.86","349110276698.796","436675233404.263","452644812791.036","515417664092.535","638121056528.021","775770480230.887","902897391315.962","826329491233.927","795937579760.027","771250178786.79","730702721392.38","752368913827.722","1020870974408.1","1267771249491.32","1386931199525.38","1393330065505.04","1719863555242.24","1777237149309.12","1934673995245.56","1812968154925.2","1866358901017.73","2108775448086.65","2153391893169.05","2014035825587.52","2020492253647.62","2007006420138.09","1867457357106.88","1915286935546.14","2151648241338.06","2662262596846.67","3076319970915.63","3267660430041.79","3513087301259.3","4049649524127.82","4550284121046.1","4353087700168.45","4341242104898.37","4668910736335.02","4496183372456.14","4705155702514.09","4740837840520.43","4030734414902.83","4035049868301.1","4227788892902.36","4509054172777.96","4494317634550.23","4770350325700.25","5264935011126.47","5098898598877.62","5495230899618.81","",
"Ecuador","ECU","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","183549797.462944","166744279.528981","140968854.081105","161370227.338895","206715132.548491","225184863.54964","222321491.994665","191061518.467346","185851022.639844","256317776.214807","277471909.044432","234453303.1322","293978815.852794","420577456.601712","1058378963.52353","1618927466.25634","1835741320.09232","2305916534.0198","2358175566.09616","2670200025.81236","3270804715.4587","3461991293.82974","3454639772.451","2639341244.45609","2739671302.55392","2531546610.82659","2391193381.6298","2130987743.12896","2124252516.95562","1900391287.42668","1874731996.62638","1926260130.06503","1798357178.58929","2008252126.06303","2488142071.03552","2739829914.95748","2743479739.86994","3173669834.91746","3104031015.50775","2311763881.94097","1670970485.24262","2264585000","2774380000","3435050000","3957495000","4445762000","4970060000","5574209000","7340281000","8652569000","9307138000","10318679000","12060890000","13759435000","15140240000","14944817000","15324360000","15980950000","16720245000","16337434000","15647725000","15416049000","15625178000","16543070000","",
"Egypt, Arab Rep.","EGY","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","655004251.085339","734833791.550803","610894223.430951","731859321.674558","924139143.459578","942114460.463084","1040146773.14915","1080053073.86112","1314018691.58879","1560774818.40194","1793268023.10977","2094873756.69472","2394260599.79317","2462102071.75341","2321421151.04924","2946295484.43665","3120953326.71301","2976319943.8695","2790479078.22923","2920142857.14286","3395569575","3838243243.24324","4413916256.15763","4889406286.37951","5267684368.95291","5967961470.00314","6080449017.77362","5813040062.84368","4883589153.88984","5008260894.25857","4890085240.01795","4154204054.50316","4363133030.42157","4801920768.30732","5338078291.81495","6340312592.15571","7016509433.96226","8879056047.19764","9592680047.2255","10527867885.5795","11184500220.1673","10943396226.4151","10719101123.5955","10173076923.0769","10048701298.7013","11414309484.193","13200000000","14781085814.3608","17727272727.2727","21470054446.461","24446460980.0363","27022375215.1463","31200000000","32744186046.5116","36212338593.9742","38733153638.814","37987730061.3497","23790760869.5652","20855374226.224","23217539863.3257","28939488459.1391","32096876991.7145","34650455927.0517","26876298169.9511","",
"Euro area","EMU","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","101516956537.047","121119134018.371","148570921974.583","194675641183.258","228216276008.404","282323954339.371","293616740050.771","338025070070.911","421356114066.332","509651635985.64","581064635487.518","522942042244.321","507098890842.852","496573483977.227","471562702945.884","486150708733.522","675824029331.651","845865305564.199","915855689334.384","910740146958.996","1150834849799.7","1203788208698.55","1353470038698.56","1262965350888.86","1316136494775.41","1508120117097.86","1531713412163.31","1382697012790.94","1400158371351.56","1395416184899.28","1264112377672.9","1289009542252.41","1433118044314.31","1789076437475.66","2037674236107.49","2121872286813.33","2235680514961.32","2538175334123.4","2863646421443.17","2833870217850.64","2736580080818.6","2899913540238.56","2690119335529.34","2819277603656.96","2868021783818.79","2439441116749.77","2492856991403.39","2613170412953.5","2812098399723","2763773727202.16","2946910463355.52","3237526468460.56","3054827765801.13","3285470519360.55","",
"Eritrea","ERI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103855300.765824","145854050.332747","160422077.922078","253828125","268629949.5021","205419519.715552","390150408.928094","428048594.85273","387068374.025974","320884044.602692","289224673.335247","405545158.122369","406035249.320036","387019529.061746","313931707.317073","337858081.300813","363829398.373984","373413671.544715","505565515.447154","549641365.853659","","","","","","","","","","","","","",
"Spain","ESP","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","4046004278.58331","4681686227.54491","5869166450.94486","7794805825.24272","10038214594.7505","12508959420.2899","13951740860.4825","15876976998.9047","19960188802.0833","27794903321.765","31668530981.6663","29490522616.6877","28842432227.7753","25907525522.0418","25673200165.5972","27455210371.82","37674950695.022","49364952162.7813","57684636480.5028","65677402670.4146","87184722494.2866","97661945556.4451","112339151633.35","96326090992.2866","94237853682.7723","108255938083.8","112370944437.147","100352272727.273","104385789063.37","106604289198.842","99913634715.2943","103872425717.717","117826050785.883","152246270661.568","183545250228.572","199957653117.51","218809440180","260981503485.883","307167279648.437","307835454419.922","293422195550.001","306088176206.226","264649764153.516","269848351325.883","269862349819.999","233460373906.641","235618717308.561","245096757728.236","266063146286.274","262995907639.215","281375442655.254","306936486089.142","288780687180.935","315327126017.653","",
"Estonia","EST","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","826295316.221223","959244013.457352","1106445318.64673","1082417739.62804","1051824842.20018","1174398709.53387","1262292376.49063","1112407629.22694","1165227822.03921","1339244607.70462","1762203026.19693","2110304347.82609","2377754010.69519","2695570191.9458","3569403230.22174","4487977149.55324","4031501806.05724","3819286510.55841","4263448975.22374","4188369957.075","4682779519.63766","4988802087.2643","4481298155.95078","4748234686.31791","5184855897.44354","5858255931.83294","6082127401.25489","6526023133.19068","7372339692.59678","7403241522.36968","8523998490.11192","",
"Ethiopia","ETH","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3296964720.84367","3595737826.71689","4267128869.54204","5143904126.82436","5821945518.22832","8272535064.1888","9084097502.2658","8637998560.37826","8817290961.2983","9828586467.60456","9830904743.25931","9332667810.86456","10343027760.8331","",
"European Union","EUU","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","117221147845.911","139453587620.547","170696332424.698","222491525643.214","260528901590.28","323025648347.023","338046999487.028","389008087794.032","481728276042.561","581956230467.312","663317315984.656","598467550016.975","577323589128.525","562351179643.553","535164036532.685","551972494043.422","763403425440.213","953808816392.88","1031810178006.26","1028610390334.07","1296716958462.08","1352098754623.62","1514471693634.71","1404972239073.4","1465116278792.45","1677878209663.36","1711187315455.76","1548830201290.73","1573098642488.26","1570850150862.74","1429874736908.77","1458308763862.76","1624513103742.25","2025932665867.01","2307219799992.56","2414764415863.34","2554503556485.72","2912381225718.55","3302178976009.81","3228067088653.04","3145505447618.9","3339771999390.82","3108267445260.73","3262516020245.52","3316331020832.46","2825605445813.36","2890688675109.1","3039990353623.34","3279043319898","3230382648951.96","3441887917295.06","3792175744114.77","3576240130962.35","3872055147699.36","",
"Fragile and conflict affected situations","FCS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","1622141845.97961","1875737425.40494","2226118439.9197","2883270577.25222","3736588939.65653","4985248100.85664","5699006000.92322","6156116275.63819","6548544404.33213","7824744313.84521","9499521836.14919","9621107743.17994","9745898606.14284","9577284372.33134","10020775623.2687","11010168841.1358","14655172413.7931","18606790206.9525","21384506041.2225","23107939587.086","29517959881.8224","30555800617.5562","27312184762.4104","20787967107.3176","23134889015.3671","29380446623.0937","29279057727.1551","27047302714.4657","27577881619.9377","27404309804.2472","24872885945.0981","25810251725.1969","28961977638.0393","36212968794.5097","41834922711.9692","43869111184.4358","46285139431.7646","53241701345.4904","61614358852.3437","61010572697.6562","59079237533.3335","64384890223.7355","62240302420.3125","66582541660.0002","67361632268.6272","57189841947.2656","56993334377.0429","58255398908.2354","63140913821.1764","62264052760.7842","65935554781.3231","72953787806.2004","67678382924.1248","75583920864.7072","",
"Fiji","FJI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","191586437.072491","202512909.140479","218518117.344756","227713319.305422","226171881.133977","218805534.894769","222938988.371087","205087719.016158","184162577.660814","204869708.959485","233917974.647986","242185668.065911","275948425.506207","302595385.189149","298584478.784257","317436908.612683","337846504.667569","351533412.991151","288199668.112363","308535888.811322","290281284.866992","289202816.652706","310850976.267776","385701203.944786","426370455.856896","475006593.552156","571347042.513863","580345898.279824","550530463.700822","485563225.443575","470309495.550972","654670710.107411","743901786.307897","793515965.71665","971402649.643383","943650749.227128","933834289.702826","1032177101.38134","1138157778.99182","1156524679.83802","1047535796.06861","1016296516.23121","1019189299.629","","",
"France","FRA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","9183552631.46641","10205276007.2763","11673422080.4491","13400652754.77","14888728412.6465","16108418996.5131","17539363178.239","19217434210.2908","21522622841.0192","23764590235.7124","25234439588.9926","28812596187.9957","35414824447.3342","46540954625.8103","51477086743.0442","70642496558.0542","74008467631.7946","82722653115.8064","104117732558.14","125610545790.934","147593914933.251","133901025950.513","129851282563.13","125159652293.657","119566163776.927","124921156373.193","172084477696.752","206882025537.488","221061557097.236","216700596339.708","268671244428.382","274862225322.637","311955390334.572","309658327542.275","323212429111.531","371080299645.157","376847031670.727","339988761519.443","339931065154.547","337915080563.707","304890967719.216","305039773902.756","341137469666.275","426890882716.862","488463025097.299","506770219729.183","528134999548.235","596854149902.747","661151647378.125","650395412014.843","634560911083.335","680318129863.815","642752791976.953","677990977839.218","689026931784.311","580719046953.125","586893313265.371","613597627811.766","649500180347.451","627191191490.195","657740482515.177","722374020003.864","667235837239.302","705692132243.15","",
"Faroe Islands","FRO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278025384.030956","292034104.331273","273470322.933749","296137713.949496","339467648.859731","434721031.235157","506989000.438487","532724353.041817","558352775.233917","660708587.778792","781462853.739929","768662979.327784","766757200.072901","816769459.788493","770672161.611028","817796447.205925","841056170.12982","727328721.993333","778092605.780575","821488399.100213","905723686.575548","901843886.007341","967005963.78684","1056414923.67005","974964924.439158","1067578739.19835","",
"Micronesia, Fed. Sts.","FSM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","62100000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","13835136.5348038","17218768.4240627","18648867.3246477","21756790.4274274","24863802.4587509","25707891.8992449","29306593.1545307","36991732.9339614","41201351.5949896","44622151.0497203","63675109.4471117","71543628.2650891","76182124.2716379","112612059.778603","142913680.427668","263633220.398772","318057513.620374","508385538.605803","327046769.359324","366205753.844212","566074649.295811","550175544.08764","568461489.380118","583363456.721186","650865456.759046","681783332.315333","877547845.67577","805891963.321255","758775730.668378","593401490.159979","797752811.134725","771009121.22645","866558764.319262","670034180.455644","502380476.983574","582991921.525162","640088837.032794","575325717.108212","693446510.945746","549294290.019264","485698571.645303","803630330.386636","878436472.424361","1054931394.02209","1166088851.33474","1201232724.68606","1377681272.81276","1703168768.39839","1935593992.46782","1953167863.03431","1938423627.07108","2329775064.42639","2409154771.8677","2543679508.24761","2703192444.15065","2131058497.42506","2053266060.93667","1975425766.59963","1782168598.50783","1855075833.33307","2017128876.33534","2297859316.07841","2209015848.87736","2223097441.638","",
"United Kingdom","GBR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","12866019524.0268","13677881965.8656","14553083179.7618","14901433826.0835","15871638998.0677","17930088889.962","19499115797.7701","21236698808.5322","19620434825.5699","20590228416.219","23157237820.9743","26754619128.7418","31308111888.1119","35112822146.0069","41483557737.2604","54153181415.9292","51505883198.5624","54591423338.5662","67987129434.3241","87078763235.917","120186404833.837","117426141479.1","111171443046.82","104577864180.688","97195724926.8422","99206348819.3018","121783894752.272","145619361006.7","170769212024.191","169997200589.005","202703817471.591","221676202821.87","234464296244.296","203627546490.702","214788804713.805","229080006312.135","235678627145.086","250412573673.87","265248426631.335","277699401391.361","277159933424.119","284817907010.22","323908872901.679","387015510204.082","469776638593.922","498398181818.182","536103035878.565","608295318127.251","597012867647.059","530567066521.265","535115964957.514","556635586242.028","561386447223.264","560566044788.634","608841471001.912","572363589786.936","516800147388.965","500097426884.023","532383639024.843","544507834114.255","609766997584.751","699684400570.401","648577452425.483","692416482704.594","",
"Georgia","GEO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","978530247.871328","1204142335.52348","1054373388.31907","775350186.782635","596026490.066225","346277516.695523","158329036.434953","247124372.207975","293802858.472681","238267207.511624","357009633.911368","400488697.432827","297723308.818844","261070225.145459","310481293.689343","332418049.119291","324050986.880433","586080968.280467","922117864.48205","930054655.243977","1678188222.39197","2482237629.39431","1994328599.98312","2150160687.45505","2404090080.3145","2380531449.35558","2564956142.72402","2697730206.20536","2224144575.82859","2345373585.86232","2288320378.77828","2379014164.52949","2318433066.11805","2339423320.57755","2663315439.78391","3130412317.39936","3739059235.34093","",
"Ghana","GHA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","121863082.005257","141473233.132539","142873958.213059","175090635.065024","203105136.675428","296953717.07028","277343565.942998","261381130.387764","279452477.959314","279452477.959314","284355153.011232","313257271.647549","266381568.168632","328073379.52699","353416149.068323","365957446.808511","338559322.033898","402571428.571429","413787085.514834","413532763.532763","496265560.165975","371162790.697674","261577964.519141","237808641.975309","320303326.810176","423332457.983193","634768954.688201","539673469.387755","504598496.835443","517035390.031499","548365832.720137","626189375.187009","776834153.599634","862471674.554115","747425916.624812","780476007.805594","834989330.284261","851481474.247544","772460915.532561","836901399.99925","506836428.900442","516731280.669547","608774546.734863","880297520.432321","1081118294.15394","1644796284.61493","1813240965.26417","2116515854.81317","2504186168.06443","1972993600.56144","2276213073.86172","5423975076.03781","4855345841.64216","5517995760.46635","4529371688.9775","3794624084.90509","4429689292.3633","4202471628.18901","4781440094.2136","4813182453.90826","5486763283.57377","6366449334.27494","4940395785.98714","4480622940.63886","",
"Gibraltar","GIB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","228288286.93742","243414312.474834","266587291.039717","284294066.85266","292118656.757325","300020010.264982","283791499.784846","273315074.345184","265864867.19141","277668954.414993","289116153.572535","279485672.432533","244216995.723145","240830868.727441","212196796.334206","207930049.021508","241669017.24896","281898665.155279","252613826.73823","205236127.339727","264782520.029133","425808146.430939","415686320.167359","669319160.150191","861357461.671623","1016520911.02273","1105644866.37924","1580953353.68028","1561966563.20181","1715036041.26199","1451301969.6409","1577198553.23185","1835694150.3458","2070513250.11246","2453295760.44898","2984028028.53626","3408832946.42273","3023144125.39722","",
"Gambia, The","GMB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","40383442.0909726","54417006.872844","60262145.6289292","75247692.7430428","100544174.618249","68923044.6689466","84022625.84918","72417912.8797581","35966751.8774362","34245616.335433","47890973.0860568","47522346.1609383","40970079.7103427","43590601.4373412","90304072.7270979","101161952.692954","109772734.828188","84744552.964165","90908781.346704","97005687.2528432","90531253.066739","83947797.16436","84226270.3978169","87899293.2620405","78136881.1355122","57377720.7099671","42640110.0183705","74658468.3099277","84758120.7255897","88399640.4867503","101353118.405489","152665220.222284","139203938.874721","156468913.236113","130135851.782257","123857698.758249","127584609.61243","108645053.758705","114754969.438817","125396693.501472","118389046.609094","114019643.427104","149493747.420847","162946204.064102","196542367.929887","184370113.432945","176661213.556554","",
"Guinea-Bissau","GNB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","40810259.7632026","44214490.5304367","51938810.9095906","56843855.9322034","64797636.5131579","64859690.4298852","72760019.69144","55395142.1358226","67365363.1123919","68540772.6164698","79508242.3276933","114585446.969697","126667172.073766","108232677.833673","55549144.8119815","67051709.5409455","44832041.7783011","48344095.9250839","41202948.9099664","62214334.6912218","65264979.7858036","70972909.9265718","52819462.9324794","43429533.442248","43634260.4590286","42302996.9525869","46104423.9608621","65396328.3514558","60613371.8302653","71572344.1856582","61282158.9020254","61756425.8220568","64386046.5125599","80587966.2587087","82455562.0141579","93151777.2815298","93629774.7645897","114128360.885766","125544429.938741","139565230.109544","142398798.472728","169410856.383059","148746463.705637","155035441.978794","182744840.263941","175074343.674438","189572959.074983","229236980.367489","257087685.668526","298552162.561928","331767969.236848","366443208.935196","357640930.701934","336200412.236186","",
"Equatorial Guinea","GNQ","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224832553.854916","733517425.554624","1001085407.96066","1314082258.51726","1673248461.46532","1906543936.43716","2516119802.96787","2592983186.11804","3392859436.55628","3475156510.5879","2890460398.1635","2846996311.36637","2890998856.03672","3081443720.35945","2893384767.28718","2813299812.59708","3113681673.24558","3033464645.0653","3232855578.43925","",
"Greece","GRC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","532842111.33301","579797459.394288","633817690.4972","683521755.111653","797377683.744031","917810087.104875","1029598799.15594","1234207807.37458","1331435136.69353","1487964321.89732","1660409090.90909","1814034090.90909","2021625000","2473440736.47871","3455829545.45455","4237396386.82253","4539785447.76119","5582997224.79186","6739656771.79963","8522419503.21987","8880239808.15348","8991359163.59164","9505346938.77551","8894326625.387","8907143288.99637","9220340488.52702","10305778967.8676","12225631605.4353","12492010569.301","13771233738.9845","17114346517.6268","17338209011.0301","18535997497.3186","18061284185.4935","18638682584.2697","24354349168.9954","25683059173.2729","25314102084.1133","25271345555.1712","25637583910.1433","23821591350.0769","25510249867.3866","29718543468.2624","38367059021.3415","46156624969.5638","49625236954.3969","55134663975.5399","65439764476.5532","73748309141.3406","77224739819.8031","66427952811.4335","62531965325.5741","53877400964.9473","49510738400.4586","48472814156.1402","40407720540.9773","39812905202.9231","40954716911.8695","41933940925.6902","41417845495.4823","43492011173.1892","46929725677.4256","43744786144.934","46963143609.2773","",
"Grenada","GRD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","742280316.585234","843056575.826269","848136790.44708","913099496.904038","1037253882.9741","1199263024.03763","1229539923.29972","1171854927.2547","1253373248.55571","1194635938.06863","1284828905.51665","1302813896.2777","1104578288.6119","1146304702.60341","1209424414.41956","1318337654.25911","1312627568.67249","1348241373.78648","1459827427.94666","","","",
"Guatemala","GTM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","79900000","83100000","77200000","83400000","89600000","97900000","105000000","112600000","115300000","134500000","151400000","139300000","156700000","166600000","206600000","250300000","297300000","354500000","434600000","488000000","627000000","680000000","675000000","688000000","725900000","676000000","513196347.031963","559840000","625877900.763359","664062500","503705282.362535","510053928.508932","670808005.987665","724620579.011503","723587994.924886","807506797.921041","796330099.159443","889021224.664809","1101171650.19392","1158023370.75","1350729387.35378","1880934029.79388","2007811728.90804","2104215605.28404","2099943018.91047","2306993960.13384","2530333972.54187","2953530330.61117","3527458721.05236","3840934013.18744","4330529261.75241","4855643178.05415","5214059299.64557","5982211619.11177","6511482517.40474","6895258343.93124","6896208350.14817","7575824595.16879","8154303875.49681","8571533000.25543","8915953999.46902","9711000637.67166","10974121491.2695","11730236784.9847","",
"Guam","GUM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","19483284.6251218","22166611.2501385","22516610.3751407","21349946.6251334","27183265.3751699","32000000","34764705.8823529","39176470.5882353","34950000","39550000","45450000","50850000","55666666.6666667","76047619.047619","73727272.7272727","97041666.6666667","128040000","116000000","118400000","139200000","146000000","165714285.714286","124333333.333333","132666666.666667","79210526.3157895","81860465.1162791","158837209.302326","97142857.1428571","116300010","62536761.0294118","53999997.4683544","52012523.255814","62577937.6498801","69009215.8218126","83790313.8105568","93283097.1830986","114371085.470085","131379700.985246","132294263.847089","131836879.066057","175830179.246834","178616544.482268","186815839.299295","208122596.14384","214123097.714408","222008755.47217","","","","","","","","","","","","","","","","","","","",
"High income","HIC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","412749728561.582","467197382060.284","539288252378.266","638291200973.402","742998651394.879","882593661099.865","939379036227.057","1054736772751.38","1253670054418.56","1438880697232.22","1640974344236.07","1675729803557.78","1701842126167.64","1744056013925.79","1760803699184.48","1847915323380.07","2251522986471.61","2609857360289.12","2866349083909.53","2968748527239.09","3393295312899.47","3613909476539.25","3888857702776.63","3888717399080.79","4080336852908.15","4487743919090.81","4498459905478.7","4349691256809.86","4324457649946.54","4527214982841.25","4586488853688.93","4668904888592.07","5017228595808.7","5742913540952.85","6386904412707.89","6748606863451.94","7124899425703.67","7839527444057.68","8665951064696.75","8642204042320.09","8928061190289.95","9537899034735.24","9445464791620.21","9512552675330.21","9561869587418.39","8743990608047.44","8877162684581.31","9205635404575.57","9789046316124.83","9968907822729.05","10521197989999.6","11417127616710.4","11312262466436","11900262840188.4","",
"Hong Kong SAR, China","HKG","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","103275511.340436","87419726.0477375","92431047.9230855","105423363.89621","119714911.466647","126003490.401396","141908265.197608","162157459.765115","168444232.63381","184127609.294998","214991857.615186","235199382.643561","302406292.603436","416788108.4232","546945166.163412","602411225.39521","701149893.981406","877091377.091377","1043840221.77495","1240538296.87245","1622159437.45311","2119036385.91582","2337758489.94311","2210410304.40181","2272320286.51829","2500914546.09633","2866595594.47226","3179174814.86231","3651037663.3359","4353892483.72771","5259347219.10203","6341518590.45109","7949917984.21385","8998028978.55275","10242718528.2575","11611160685.6043","13007977239.951","14266057338.8325","15241436359.1598","15933612632.9359","16081544651.7832","17285590639.5256","17692071860.7468","17741291296.112","17508217770.9296","16788017177.6109","16972172290.5217","17813046014.5894","19008626485.2476","19674525107.2338","20255839525.6531","21649152106.8859","23891185840.0599","25602372356.885","27626219631.6444","29833650466.0238","31946020805.8231","33548093209.4647","35902277221.4072","39489570907.9103","43965863971.5361","46774643810.504","51423899404.1564","50505371742.02","",
